time,equity,cash,realized_pnl_net,unrealized_pnl,fees,position,mark
2024-03-15T01:01:00.000000000Z,10033.42644,6983.42644,-3.01356,36.44,3.01356,1,3050
2024-03-15T01:02:00.000000000Z,10034.17644,6983.42644,-3.01356,37.19,3.01356,1,3050.75
2024-03-15T01:03:00.000000000Z,10034.92644,6983.42644,-3.01356,37.94,3.01356,1,3051.5
2024-03-15T01:04:00.000000000Z,10035.67644,6983.42644,-3.01356,38.69,3.01356,1,3052.25
2024-03-15T01:05:00.000000000Z,10036.41644,6983.42644,-3.01356,39.43,3.01356,1,3052.99
2024-03-15T01:06:00.000000000Z,10037.15644,6983.42644,-3.01356,40.17,3.01356,1,3053.73
2024-03-15T01:07:00.000000000Z,10037.88644,6983.42644,-3.01356,40.9,3.01356,1,3054.46
2024-03-15T01:08:00.000000000Z,10038.61644,6983.42644,-3.01356,41.63,3.01356,1,3055.19
2024-03-15T01:09:00.000000000Z,10039.34644,6983.42644,-3.01356,42.36,3.01356,1,3055.92
2024-03-15T01:10:00.000000000Z,10040.06644,6983.42644,-3.01356,43.08,3.01356,1,3056.64
2024-03-15T01:11:00.000000000Z,10040.78644,6983.42644,-3.01356,43.8,3.01356,1,3057.36
2024-03-15T01:12:00.000000000Z,10041.49644,6983.42644,-3.01356,44.51,3.01356,1,3058.07
2024-03-15T01:13:00.000000000Z,10042.20644,6983.42644,-3.01356,45.22,3.01356,1,3058.78
2024-03-15T01:14:00.000000000Z,10042.90644,6983.42644,-3.01356,45.92,3.01356,1,3059.48
2024-03-15T01:15:00.000000000Z,10043.60644,6983.42644,-3.01356,46.62,3.01356,1,3060.18
2024-03-15T01:16:00.000000000Z,10044.30644,6983.42644,-3.01356,47.32,3.01356,1,3060.88
2024-03-15T01:17:00.000000000Z,10044.99644,6983.42644,-3.01356,48.01,3.01356,1,3061.57
2024-03-15T01:18:00.000000000Z,10045.67644,6983.42644,-3.01356,48.69,3.01356,1,3062.25
2024-03-15T01:19:00.000000000Z,10046.35644,6983.42644,-3.01356,49.37,3.01356,1,3062.93
2024-03-15T01:20:00.000000000Z,10047.03644,6983.42644,-3.01356,50.05,3.01356,1,3063.61
2024-03-15T01:21:00.000000000Z,10047.70644,6983.42644,-3.01356,50.72,3.01356,1,3064.28
2024-03-15T01:22:00.000000000Z,10048.36644,6983.42644,-3.01356,51.38,3.01356,1,3064.94
2024-03-15T01:23:00.000000000Z,10049.03644,6983.42644,-3.01356,52.05,3.01356,1,3065.61
2024-03-15T01:24:00.000000000Z,10049.68644,6983.42644,-3.01356,52.7,3.01356,1,3066.26
2024-03-15T01:25:00.000000000Z,10050.33644,6983.42644,-3.01356,53.35,3.01356,1,3066.91
2024-03-15T01:26:00.000000000Z,10050.98644,6983.42644,-3.01356,54,3.01356,1,3067.56
2024-03-15T01:27:00.000000000Z,10051.62644,6983.42644,-3.01356,54.64,3.01356,1,3068.2
2024-03-15T01:28:00.000000000Z,10052.26644,6983.42644,-3.01356,55.28,3.01356,1,3068.84
2024-03-15T01:29:00.000000000Z,10052.89644,6983.42644,-3.01356,55.91,3.01356,1,3069.47
2024-03-15T01:30:00.000000000Z,10053.51644,6983.42644,-3.01356,56.53,3.01356,1,3070.09
2024-03-15T01:31:00.000000000Z,10054.13644,6983.42644,-3.01356,57.15,3.01356,1,3070.71
2024-03-15T01:32:00.000000000Z,10054.75644,6983.42644,-3.01356,57.77,3.01356,1,3071.33
2024-03-15T01:33:00.000000000Z,10055.35644,6983.42644,-3.01356,58.37,3.01356,1,3071.93
2024-03-15T01:34:00.000000000Z,10055.96644,6983.42644,-3.01356,58.98,3.01356,1,3072.54
2024-03-15T01:35:00.000000000Z,10056.56644,6983.42644,-3.01356,59.58,3.01356,1,3073.14
2024-03-15T01:36:00.000000000Z,10057.15644,6983.42644,-3.01356,60.17,3.01356,1,3073.73
2024-03-15T01:37:00.000000000Z,10057.73644,6983.42644,-3.01356,60.75,3.01356,1,3074.31
2024-03-15T01:38:00.000000000Z,10058.32644,6983.42644,-3.01356,61.34,3.01356,1,3074.9
2024-03-15T01:39:00.000000000Z,10058.89644,6983.42644,-3.01356,61.91,3.01356,1,3075.47
2024-03-15T01:40:00.000000000Z,10059.46644,6983.42644,-3.01356,62.48,3.01356,1,3076.04
2024-03-15T01:41:00.000000000Z,10060.02644,6983.42644,-3.01356,63.04,3.01356,1,3076.6
2024-03-15T01:42:00.000000000Z,10060.58644,6983.42644,-3.01356,63.6,3.01356,1,3077.16
2024-03-15T01:43:00.000000000Z,10061.13644,6983.42644,-3.01356,64.15,3.01356,1,3077.71
2024-03-15T01:44:00.000000000Z,10061.68644,6983.42644,-3.01356,64.7,3.01356,1,3078.26
2024-03-15T01:45:00.000000000Z,10062.22644,6983.42644,-3.01356,65.24,3.01356,1,3078.8
2024-03-15T01:46:00.000000000Z,10062.76644,6983.42644,-3.01356,65.78,3.01356,1,3079.34
2024-03-15T01:47:00.000000000Z,10063.28644,6983.42644,-3.01356,66.3,3.01356,1,3079.86
2024-03-15T01:48:00.000000000Z,10063.81644,6983.42644,-3.01356,66.83,3.01356,1,3080.39
2024-03-15T01:49:00.000000000Z,10064.32644,6983.42644,-3.01356,67.34,3.01356,1,3080.9
2024-03-15T01:50:00.000000000Z,10064.83644,6983.42644,-3.01356,67.85,3.01356,1,3081.41
2024-03-15T01:51:00.000000000Z,10065.34644,6983.42644,-3.01356,68.36,3.01356,1,3081.92
2024-03-15T01:52:00.000000000Z,10065.83644,6983.42644,-3.01356,68.85,3.01356,1,3082.41
2024-03-15T01:53:00.000000000Z,10066.32644,6983.42644,-3.01356,69.34,3.01356,1,3082.9
2024-03-15T01:54:00.000000000Z,10066.81644,6983.42644,-3.01356,69.83,3.01356,1,3083.39
2024-03-15T01:55:00.000000000Z,10067.29644,6983.42644,-3.01356,70.31,3.01356,1,3083.87
2024-03-15T01:56:00.000000000Z,10067.76644,6983.42644,-3.01356,70.78,3.01356,1,3084.34
2024-03-15T01:57:00.000000000Z,10068.22644,6983.42644,-3.01356,71.24,3.01356,1,3084.8
2024-03-15T01:58:00.000000000Z,10068.68644,6983.42644,-3.01356,71.7,3.01356,1,3085.26
2024-03-15T01:59:00.000000000Z,10069.14644,6983.42644,-3.01356,72.16,3.01356,1,3085.72
2024-03-15T02:00:00.000000000Z,10069.58644,6983.42644,-3.01356,72.6,3.01356,1,3086.16
2024-03-15T02:01:00.000000000Z,10070.02644,6983.42644,-3.01356,73.04,3.01356,1,3086.6
2024-03-15T02:02:00.000000000Z,10070.46644,6983.42644,-3.01356,73.48,3.01356,1,3087.04
2024-03-15T02:03:00.000000000Z,10070.88644,6983.42644,-3.01356,73.9,3.01356,1,3087.46
2024-03-15T02:04:00.000000000Z,10071.30644,6983.42644,-3.01356,74.32,3.01356,1,3087.88
2024-03-15T02:05:00.000000000Z,10071.71644,6983.42644,-3.01356,74.73,3.01356,1,3088.29
2024-03-15T02:06:00.000000000Z,10072.12644,6983.42644,-3.01356,75.14,3.01356,1,3088.7
2024-03-15T02:07:00.000000000Z,10072.52644,6983.42644,-3.01356,75.54,3.01356,1,3089.1
2024-03-15T02:08:00.000000000Z,10072.91644,6983.42644,-3.01356,75.93,3.01356,1,3089.49
2024-03-15T02:09:00.000000000Z,10073.30644,6983.42644,-3.01356,76.32,3.01356,1,3089.88
2024-03-15T02:10:00.000000000Z,10073.68644,6983.42644,-3.01356,76.7,3.01356,1,3090.26
2024-03-15T02:11:00.000000000Z,10074.05644,6983.42644,-3.01356,77.07,3.01356,1,3090.63
2024-03-15T02:12:00.000000000Z,10074.42644,6983.42644,-3.01356,77.44,3.01356,1,3091
2024-03-15T02:13:00.000000000Z,10074.77644,6983.42644,-3.01356,77.79,3.01356,1,3091.35
2024-03-15T02:14:00.000000000Z,10075.13644,6983.42644,-3.01356,78.15,3.01356,1,3091.71
2024-03-15T02:15:00.000000000Z,10075.47644,6983.42644,-3.01356,78.49,3.01356,1,3092.05
2024-03-15T02:16:00.000000000Z,10075.81644,6983.42644,-3.01356,78.83,3.01356,1,3092.39
2024-03-15T02:17:00.000000000Z,10076.14644,6983.42644,-3.01356,79.16,3.01356,1,3092.72
2024-03-15T02:18:00.000000000Z,10076.46644,6983.42644,-3.01356,79.48,3.01356,1,3093.04
2024-03-15T02:19:00.000000000Z,10076.78644,6983.42644,-3.01356,79.8,3.01356,1,3093.36
2024-03-15T02:20:00.000000000Z,10077.09644,6983.42644,-3.01356,80.11,3.01356,1,3093.67
2024-03-15T02:21:00.000000000Z,10077.39644,6983.42644,-3.01356,80.41,3.01356,1,3093.97
2024-03-15T02:22:00.000000000Z,10077.68644,6983.42644,-3.01356,80.7,3.01356,1,3094.26
2024-03-15T02:23:00.000000000Z,10077.97644,6983.42644,-3.01356,80.99,3.01356,1,3094.55
2024-03-15T02:24:00.000000000Z,10078.25644,6983.42644,-3.01356,81.27,3.01356,1,3094.83
2024-03-15T02:25:00.000000000Z,10078.53644,6983.42644,-3.01356,81.55,3.01356,1,3095.11
2024-03-15T02:26:00.000000000Z,10078.79644,6983.42644,-3.01356,81.81,3.01356,1,3095.37
2024-03-15T02:27:00.000000000Z,10079.05644,6983.42644,-3.01356,82.07,3.01356,1,3095.63
2024-03-15T02:28:00.000000000Z,10079.30644,6983.42644,-3.01356,82.32,3.01356,1,3095.88
2024-03-15T02:29:00.000000000Z,10079.55644,6983.42644,-3.01356,82.57,3.01356,1,3096.13
2024-03-15T02:30:00.000000000Z,10079.78644,6983.42644,-3.01356,82.8,3.01356,1,3096.36
2024-03-15T02:31:00.000000000Z,10080.01644,6983.42644,-3.01356,83.03,3.01356,1,3096.59
2024-03-15T02:32:00.000000000Z,10080.23644,6983.42644,-3.01356,83.25,3.01356,1,3096.81
2024-03-15T02:33:00.000000000Z,10080.45644,6983.42644,-3.01356,83.47,3.01356,1,3097.03
2024-03-15T02:34:00.000000000Z,10080.66644,6983.42644,-3.01356,83.68,3.01356,1,3097.24
2024-03-15T02:35:00.000000000Z,10080.86644,6983.42644,-3.01356,83.88,3.01356,1,3097.44
2024-03-15T02:36:00.000000000Z,10081.05644,6983.42644,-3.01356,84.07,3.01356,1,3097.63
2024-03-15T02:37:00.000000000Z,10081.23644,6983.42644,-3.01356,84.25,3.01356,1,3097.81
2024-03-15T02:38:00.000000000Z,10081.41644,6983.42644,-3.01356,84.43,3.01356,1,3097.99
2024-03-15T02:39:00.000000000Z,10081.58644,6983.42644,-3.01356,84.6,3.01356,1,3098.16
2024-03-15T02:40:00.000000000Z,10081.75644,6983.42644,-3.01356,84.77,3.01356,1,3098.33
2024-03-15T02:41:00.000000000Z,10081.90644,6983.42644,-3.01356,84.92,3.01356,1,3098.48
2024-03-15T02:42:00.000000000Z,10082.05644,6983.42644,-3.01356,85.07,3.01356,1,3098.63
2024-03-15T02:43:00.000000000Z,10082.19644,6983.42644,-3.01356,85.21,3.01356,1,3098.77
2024-03-15T02:44:00.000000000Z,10082.32644,6983.42644,-3.01356,85.34,3.01356,1,3098.9
2024-03-15T02:45:00.000000000Z,10082.45644,6983.42644,-3.01356,85.47,3.01356,1,3099.03
2024-03-15T02:46:00.000000000Z,10082.56644,6983.42644,-3.01356,85.58,3.01356,1,3099.14
2024-03-15T02:47:00.000000000Z,10082.67644,6983.42644,-3.01356,85.69,3.01356,1,3099.25
2024-03-15T02:48:00.000000000Z,10082.78644,6983.42644,-3.01356,85.8,3.01356,1,3099.36
2024-03-15T02:49:00.000000000Z,10082.87644,6983.42644,-3.01356,85.89,3.01356,1,3099.45
2024-03-15T02:50:00.000000000Z,10082.96644,6983.42644,-3.01356,85.98,3.01356,1,3099.54
2024-03-15T02:51:00.000000000Z,10083.04644,6983.42644,-3.01356,86.06,3.01356,1,3099.62
2024-03-15T02:52:00.000000000Z,10083.11644,6983.42644,-3.01356,86.13,3.01356,1,3099.69
2024-03-15T02:53:00.000000000Z,10083.18644,6983.42644,-3.01356,86.2,3.01356,1,3099.76
2024-03-15T02:54:00.000000000Z,10083.23644,6983.42644,-3.01356,86.25,3.01356,1,3099.81
2024-03-15T02:55:00.000000000Z,10083.28644,6983.42644,-3.01356,86.3,3.01356,1,3099.86
2024-03-15T02:56:00.000000000Z,10083.32644,6983.42644,-3.01356,86.34,3.01356,1,3099.9
2024-03-15T02:57:00.000000000Z,10083.36644,6983.42644,-3.01356,86.38,3.01356,1,3099.94
2024-03-15T02:58:00.000000000Z,10083.39644,6983.42644,-3.01356,86.41,3.01356,1,3099.97
2024-03-15T02:59:00.000000000Z,10083.40644,6983.42644,-3.01356,86.42,3.01356,1,3099.98
2024-03-15T03:00:00.000000000Z,10083.42644,6983.42644,-3.01356,86.44,3.01356,1,3100
2024-03-15T03:01:00.000000000Z,10083.42644,6983.42644,-3.01356,86.44,3.01356,1,3100
2024-03-15T03:02:00.000000000Z,10083.42644,6983.42644,-3.01356,86.44,3.01356,1,3100
2024-03-15T03:03:00.000000000Z,10083.40644,6983.42644,-3.01356,86.42,3.01356,1,3099.98
2024-03-15T03:04:00.000000000Z,10083.39644,6983.42644,-3.01356,86.41,3.01356,1,3099.97
2024-03-15T03:05:00.000000000Z,10083.36644,6983.42644,-3.01356,86.38,3.01356,1,3099.94
2024-03-15T03:06:00.000000000Z,10083.32644,6983.42644,-3.01356,86.34,3.01356,1,3099.9
2024-03-15T03:07:00.000000000Z,10083.28644,6983.42644,-3.01356,86.3,3.01356,1,3099.86
2024-03-15T03:08:00.000000000Z,10083.23644,6983.42644,-3.01356,86.25,3.01356,1,3099.81
2024-03-15T03:09:00.000000000Z,10083.18644,6983.42644,-3.01356,86.2,3.01356,1,3099.76
2024-03-15T03:10:00.000000000Z,10083.11644,6983.42644,-3.01356,86.13,3.01356,1,3099.69
2024-03-15T03:11:00.000000000Z,10083.04644,6983.42644,-3.01356,86.06,3.01356,1,3099.62
2024-03-15T03:12:00.000000000Z,10082.96644,6983.42644,-3.01356,85.98,3.01356,1,3099.54
2024-03-15T03:13:00.000000000Z,10082.87644,6983.42644,-3.01356,85.89,3.01356,1,3099.45
2024-03-15T03:14:00.000000000Z,10082.78644,6983.42644,-3.01356,85.8,3.01356,1,3099.36
2024-03-15T03:15:00.000000000Z,10082.67644,6983.42644,-3.01356,85.69,3.01356,1,3099.25
2024-03-15T03:16:00.000000000Z,10082.56644,6983.42644,-3.01356,85.58,3.01356,1,3099.14
2024-03-15T03:17:00.000000000Z,10082.45644,6983.42644,-3.01356,85.47,3.01356,1,3099.03
2024-03-15T03:18:00.000000000Z,10082.32644,6983.42644,-3.01356,85.34,3.01356,1,3098.9
2024-03-15T03:19:00.000000000Z,10082.19644,6983.42644,-3.01356,85.21,3.01356,1,3098.77
2024-03-15T03:20:00.000000000Z,10082.05644,6983.42644,-3.01356,85.07,3.01356,1,3098.63
2024-03-15T03:21:00.000000000Z,10081.90644,6983.42644,-3.01356,84.92,3.01356,1,3098.48
2024-03-15T03:22:00.000000000Z,10081.75644,6983.42644,-3.01356,84.77,3.01356,1,3098.33
2024-03-15T03:23:00.000000000Z,10081.58644,6983.42644,-3.01356,84.6,3.01356,1,3098.16
2024-03-15T03:24:00.000000000Z,10081.41644,6983.42644,-3.01356,84.43,3.01356,1,3097.99
2024-03-15T03:25:00.000000000Z,10081.23644,6983.42644,-3.01356,84.25,3.01356,1,3097.81
2024-03-15T03:26:00.000000000Z,10081.05644,6983.42644,-3.01356,84.07,3.01356,1,3097.63
2024-03-15T03:27:00.000000000Z,10080.86644,6983.42644,-3.01356,83.88,3.01356,1,3097.44
2024-03-15T03:28:00.000000000Z,10080.66644,6983.42644,-3.01356,83.68,3.01356,1,3097.24
2024-03-15T03:29:00.000000000Z,10080.45644,6983.42644,-3.01356,83.47,3.01356,1,3097.03
2024-03-15T03:30:00.000000000Z,10080.23644,6983.42644,-3.01356,83.25,3.01356,1,3096.81
2024-03-15T03:31:00.000000000Z,10080.01644,6983.42644,-3.01356,83.03,3.01356,1,3096.59
2024-03-15T03:32:00.000000000Z,10079.78644,6983.42644,-3.01356,82.8,3.01356,1,3096.36
2024-03-15T03:33:00.000000000Z,10079.55644,6983.42644,-3.01356,82.57,3.01356,1,3096.13
2024-03-15T03:34:00.000000000Z,10079.30644,6983.42644,-3.01356,82.32,3.01356,1,3095.88
2024-03-15T03:35:00.000000000Z,10079.05644,6983.42644,-3.01356,82.07,3.01356,1,3095.63
2024-03-15T03:36:00.000000000Z,10078.79644,6983.42644,-3.01356,81.81,3.01356,1,3095.37
2024-03-15T03:37:00.000000000Z,10078.53644,6983.42644,-3.01356,81.55,3.01356,1,3095.11
2024-03-15T03:38:00.000000000Z,10078.25644,6983.42644,-3.01356,81.27,3.01356,1,3094.83
2024-03-15T03:39:00.000000000Z,10077.97644,6983.42644,-3.01356,80.99,3.01356,1,3094.55
2024-03-15T03:40:00.000000000Z,10077.68644,6983.42644,-3.01356,80.7,3.01356,1,3094.26
2024-03-15T03:41:00.000000000Z,10077.39644,6983.42644,-3.01356,80.41,3.01356,1,3093.97
2024-03-15T03:42:00.000000000Z,10077.09644,6983.42644,-3.01356,80.11,3.01356,1,3093.67
2024-03-15T03:43:00.000000000Z,10076.78644,6983.42644,-3.01356,79.8,3.01356,1,3093.36
2024-03-15T03:44:00.000000000Z,10076.46644,6983.42644,-3.01356,79.48,3.01356,1,3093.04
2024-03-15T03:45:00.000000000Z,10076.14644,6983.42644,-3.01356,79.16,3.01356,1,3092.72
2024-03-15T03:46:00.000000000Z,10075.81644,6983.42644,-3.01356,78.83,3.01356,1,3092.39
2024-03-15T03:47:00.000000000Z,10075.47644,6983.42644,-3.01356,78.49,3.01356,1,3092.05
2024-03-15T03:48:00.000000000Z,10075.13644,6983.42644,-3.01356,78.15,3.01356,1,3091.71
2024-03-15T03:49:00.000000000Z,10074.77644,6983.42644,-3.01356,77.79,3.01356,1,3091.35
2024-03-15T03:50:00.000000000Z,10074.42644,6983.42644,-3.01356,77.44,3.01356,1,3091
2024-03-15T03:51:00.000000000Z,10074.05644,6983.42644,-3.01356,77.07,3.01356,1,3090.63
2024-03-15T03:52:00.000000000Z,10073.68644,6983.42644,-3.01356,76.7,3.01356,1,3090.26
2024-03-15T03:53:00.000000000Z,10073.30644,6983.42644,-3.01356,76.32,3.01356,1,3089.88
2024-03-15T03:54:00.000000000Z,10072.91644,6983.42644,-3.01356,75.93,3.01356,1,3089.49
2024-03-15T03:55:00.000000000Z,10072.52644,6983.42644,-3.01356,75.54,3.01356,1,3089.1
2024-03-15T03:56:00.000000000Z,10072.12644,6983.42644,-3.01356,75.14,3.01356,1,3088.7
2024-03-15T03:57:00.000000000Z,10071.71644,6983.42644,-3.01356,74.73,3.01356,1,3088.29
2024-03-15T03:58:00.000000000Z,10071.30644,6983.42644,-3.01356,74.32,3.01356,1,3087.88
2024-03-15T03:59:00.000000000Z,10070.88644,6983.42644,-3.01356,73.9,3.01356,1,3087.46
2024-03-15T04:00:00.000000000Z,10070.46644,6983.42644,-3.01356,73.48,3.01356,1,3087.04
2024-03-15T04:01:00.000000000Z,10070.02644,6983.42644,-3.01356,73.04,3.01356,1,3086.6
2024-03-15T04:02:00.000000000Z,10069.58644,6983.42644,-3.01356,72.6,3.01356,1,3086.16
2024-03-15T04:03:00.000000000Z,10069.14644,6983.42644,-3.01356,72.16,3.01356,1,3085.72
2024-03-15T04:04:00.000000000Z,10068.68644,6983.42644,-3.01356,71.7,3.01356,1,3085.26
2024-03-15T04:05:00.000000000Z,10068.22644,6983.42644,-3.01356,71.24,3.01356,1,3084.8
2024-03-15T04:06:00.000000000Z,10067.76644,6983.42644,-3.01356,70.78,3.01356,1,3084.34
2024-03-15T04:07:00.000000000Z,10067.29644,6983.42644,-3.01356,70.31,3.01356,1,3083.87
2024-03-15T04:08:00.000000000Z,10066.81644,6983.42644,-3.01356,69.83,3.01356,1,3083.39
2024-03-15T04:09:00.000000000Z,10066.32644,6983.42644,-3.01356,69.34,3.01356,1,3082.9
2024-03-15T04:10:00.000000000Z,10065.83644,6983.42644,-3.01356,68.85,3.01356,1,3082.41
2024-03-15T04:11:00.000000000Z,10065.34644,6983.42644,-3.01356,68.36,3.01356,1,3081.92
2024-03-15T04:12:00.000000000Z,10064.83644,6983.42644,-3.01356,67.85,3.01356,1,3081.41
2024-03-15T04:13:00.000000000Z,10064.32644,6983.42644,-3.01356,67.34,3.01356,1,3080.9
2024-03-15T04:14:00.000000000Z,10063.81644,6983.42644,-3.01356,66.83,3.01356,1,3080.39
2024-03-15T04:15:00.000000000Z,10063.28644,6983.42644,-3.01356,66.3,3.01356,1,3079.86
2024-03-15T04:16:00.000000000Z,10062.76644,6983.42644,-3.01356,65.78,3.01356,1,3079.34
2024-03-15T04:17:00.000000000Z,10062.22644,6983.42644,-3.01356,65.24,3.01356,1,3078.8
2024-03-15T04:18:00.000000000Z,10061.68644,6983.42644,-3.01356,64.7,3.01356,1,3078.26
2024-03-15T04:19:00.000000000Z,10061.13644,6983.42644,-3.01356,64.15,3.01356,1,3077.71
2024-03-15T04:20:00.000000000Z,10060.58644,6983.42644,-3.01356,63.6,3.01356,1,3077.16
2024-03-15T04:21:00.000000000Z,10060.02644,6983.42644,-3.01356,63.04,3.01356,1,3076.6
2024-03-15T04:22:00.000000000Z,10059.46644,6983.42644,-3.01356,62.48,3.01356,1,3076.04
2024-03-15T04:23:00.000000000Z,10058.89644,6983.42644,-3.01356,61.91,3.01356,1,3075.47
2024-03-15T04:24:00.000000000Z,10058.32644,6983.42644,-3.01356,61.34,3.01356,1,3074.9
2024-03-15T04:25:00.000000000Z,10057.73644,6983.42644,-3.01356,60.75,3.01356,1,3074.31
2024-03-15T04:26:00.000000000Z,10057.15644,6983.42644,-3.01356,60.17,3.01356,1,3073.73
