time,strategy,name,value
2024-03-15T11:15:01.010000000Z,1,fast_minus_slow,25.4692
2024-03-15T11:30:01.010000000Z,1,fast_minus_slow,30.8183
2024-03-15T11:45:01.010000000Z,1,fast_minus_slow,35.6383
2024-03-15T12:00:01.010000000Z,1,fast_minus_slow,39.8475
2024-03-15T12:15:01.010000000Z,1,fast_minus_slow,43.3758
2024-03-15T12:30:01.010000000Z,1,fast_minus_slow,46.1617
2024-03-15T12:45:01.010000000Z,1,fast_minus_slow,48.1583
2024-03-15T13:00:01.010000000Z,1,fast_minus_slow,49.3292
2024-03-15T13:15:01.010000000Z,1,fast_minus_slow,49.6567
2024-03-15T13:30:01.010000000Z,1,fast_minus_slow,49.1342
2024-03-15T13:45:01.010000000Z,1,fast_minus_slow,47.7717
2024-03-15T14:00:01.010000000Z,1,fast_minus_slow,45.5925
2024-03-15T14:15:01.010000000Z,1,fast_minus_slow,42.6333
2024-03-15T14:30:01.010000000Z,1,fast_minus_slow,38.9442
2024-03-15T14:45:01.010000000Z,1,fast_minus_slow,34.5892
2024-03-15T15:00:01.010000000Z,1,fast_minus_slow,29.6433
2024-03-15T15:15:01.010000000Z,1,fast_minus_slow,24.1883
2024-03-15T15:30:01.010000000Z,1,fast_minus_slow,18.32
2024-03-15T15:45:01.010000000Z,1,fast_minus_slow,12.1375
2024-03-15T16:00:01.010000000Z,1,fast_minus_slow,5.7475
2024-03-15T16:15:01.010000000Z,1,fast_minus_slow,-0.74
2024-03-15T16:30:01.010000000Z,1,fast_minus_slow,-7.21333
2024-03-15T16:45:01.010000000Z,1,fast_minus_slow,-13.565
2024-03-15T17:00:01.010000000Z,1,fast_minus_slow,-19.6867
2024-03-15T17:15:01.010000000Z,1,fast_minus_slow,-25.4692
2024-03-15T17:30:01.010000000Z,1,fast_minus_slow,-30.8183
2024-03-15T17:45:01.010000000Z,1,fast_minus_slow,-35.6383
2024-03-15T18:00:01.010000000Z,1,fast_minus_slow,-39.8475
2024-03-15T18:15:01.010000000Z,1,fast_minus_slow,-43.3758
2024-03-15T18:30:01.010000000Z,1,fast_minus_slow,-46.1617
2024-03-15T18:45:01.010000000Z,1,fast_minus_slow,-48.1583
2024-03-15T19:00:01.010000000Z,1,fast_minus_slow,-49.3292
2024-03-15T19:15:01.010000000Z,1,fast_minus_slow,-49.6567
2024-03-15T19:30:01.010000000Z,1,fast_minus_slow,-49.1342
2024-03-15T19:45:01.010000000Z,1,fast_minus_slow,-47.7717
2024-03-15T20:00:01.010000000Z,1,fast_minus_slow,-45.5925
2024-03-15T20:15:01.010000000Z,1,fast_minus_slow,-42.6333
2024-03-15T20:30:01.010000000Z,1,fast_minus_slow,-38.9442
2024-03-15T20:45:01.010000000Z,1,fast_minus_slow,-34.5892
2024-03-15T21:00:01.010000000Z,1,fast_minus_slow,-29.6433
2024-03-15T21:15:01.010000000Z,1,fast_minus_slow,-24.1883
2024-03-15T21:30:01.010000000Z,1,fast_minus_slow,-18.32
2024-03-15T21:45:01.010000000Z,1,fast_minus_slow,-12.1375
2024-03-15T22:00:01.010000000Z,1,fast_minus_slow,-5.7475
2024-03-15T22:15:01.010000000Z,1,fast_minus_slow,0.74
2024-03-15T22:30:01.010000000Z,1,fast_minus_slow,7.21333
2024-03-15T22:45:01.010000000Z,1,fast_minus_slow,13.565
2024-03-15T23:00:01.010000000Z,1,fast_minus_slow,19.6867
2024-03-15T23:15:01.010000000Z,1,fast_minus_slow,25.4692
2024-03-15T23:30:01.010000000Z,1,fast_minus_slow,30.8183
2024-03-15T23:45:01.010000000Z,1,fast_minus_slow,35.6383
2024-03-16T00:00:01.010000000Z,1,fast_minus_slow,39.8475
2024-03-16T00:15:01.010000000Z,1,fast_minus_slow,43.3758
2024-03-16T00:30:01.010000000Z,1,fast_minus_slow,46.1617
2024-03-16T00:45:01.010000000Z,1,fast_minus_slow,48.1583
2024-03-16T01:00:01.010000000Z,1,fast_minus_slow,49.3292
2024-03-16T01:15:01.010000000Z,1,fast_minus_slow,49.6567
2024-03-16T01:30:01.010000000Z,1,fast_minus_slow,49.1342
2024-03-16T01:45:01.010000000Z,1,fast_minus_slow,47.7717
2024-03-16T02:00:01.010000000Z,1,fast_minus_slow,45.5925
2024-03-16T02:15:01.010000000Z,1,fast_minus_slow,42.6333
2024-03-16T02:30:01.010000000Z,1,fast_minus_slow,38.9442
2024-03-16T02:45:01.010000000Z,1,fast_minus_slow,34.5892
2024-03-16T03:00:01.010000000Z,1,fast_minus_slow,29.6433
2024-03-16T03:15:01.010000000Z,1,fast_minus_slow,24.1883
2024-03-16T03:30:01.010000000Z,1,fast_minus_slow,18.32
2024-03-16T03:45:01.010000000Z,1,fast_minus_slow,12.1375
2024-03-16T04:00:01.010000000Z,1,fast_minus_slow,5.7475
2024-03-16T04:15:01.010000000Z,1,fast_minus_slow,-0.74
2024-03-16T04:30:01.010000000Z,1,fast_minus_slow,-7.21333
2024-03-16T04:45:01.010000000Z,1,fast_minus_slow,-13.565
2024-03-16T05:00:01.010000000Z,1,fast_minus_slow,-19.6867
2024-03-16T05:15:01.010000000Z,1,fast_minus_slow,-25.4692
2024-03-16T05:30:01.010000000Z,1,fast_minus_slow,-30.8183
2024-03-16T05:45:01.010000000Z,1,fast_minus_slow,-35.6383
2024-03-16T06:00:01.010000000Z,1,fast_minus_slow,-39.8475
2024-03-16T06:15:01.010000000Z,1,fast_minus_slow,-43.3758
2024-03-16T06:30:01.010000000Z,1,fast_minus_slow,-46.1617
2024-03-16T06:45:01.010000000Z,1,fast_minus_slow,-48.1583
2024-03-16T07:00:01.010000000Z,1,fast_minus_slow,-49.3292
2024-03-16T07:15:01.010000000Z,1,fast_minus_slow,-49.6567
2024-03-16T07:30:01.010000000Z,1,fast_minus_slow,-49.1342
2024-03-16T07:45:01.010000000Z,1,fast_minus_slow,-47.7717
2024-03-16T08:00:01.010000000Z,1,fast_minus_slow,-45.5925
2024-03-16T08:15:01.010000000Z,1,fast_minus_slow,-42.6333
2024-03-16T08:30:01.010000000Z,1,fast_minus_slow,-38.9442
2024-03-16T08:45:01.010000000Z,1,fast_minus_slow,-34.5892
2024-03-16T09:00:01.010000000Z,1,fast_minus_slow,-29.6433
2024-03-16T09:15:01.010000000Z,1,fast_minus_slow,-24.1883
2024-03-16T09:30:01.010000000Z,1,fast_minus_slow,-18.32
2024-03-16T09:45:01.010000000Z,1,fast_minus_slow,-12.1375
2024-03-16T10:00:01.010000000Z,1,fast_minus_slow,-5.7475
2024-03-16T10:15:01.010000000Z,1,fast_minus_slow,0.74
2024-03-16T10:30:01.010000000Z,1,fast_minus_slow,7.21333
2024-03-16T10:45:01.010000000Z,1,fast_minus_slow,13.565
2024-03-16T11:00:01.010000000Z,1,fast_minus_slow,19.6867
2024-03-16T11:15:01.010000000Z,1,fast_minus_slow,25.4692
2024-03-16T11:30:01.010000000Z,1,fast_minus_slow,30.8183
2024-03-16T11:45:01.010000000Z,1,fast_minus_slow,35.6383
2024-03-16T12:00:01.010000000Z,1,fast_minus_slow,39.8475
2024-03-16T12:15:01.010000000Z,1,fast_minus_slow,43.3758
2024-03-16T12:30:01.010000000Z,1,fast_minus_slow,46.1617
2024-03-16T12:45:01.010000000Z,1,fast_minus_slow,48.1583
2024-03-16T13:00:01.010000000Z,1,fast_minus_slow,49.3292
2024-03-16T13:15:01.010000000Z,1,fast_minus_slow,49.6567
2024-03-16T13:30:01.010000000Z,1,fast_minus_slow,49.1342
2024-03-16T13:45:01.010000000Z,1,fast_minus_slow,47.7717
2024-03-16T14:00:01.010000000Z,1,fast_minus_slow,45.5925
2024-03-16T14:15:01.010000000Z,1,fast_minus_slow,42.6333
2024-03-16T14:30:01.010000000Z,1,fast_minus_slow,38.9442
2024-03-16T14:45:01.010000000Z,1,fast_minus_slow,34.5892
2024-03-16T15:00:01.010000000Z,1,fast_minus_slow,29.6433
2024-03-16T15:15:01.010000000Z,1,fast_minus_slow,24.1883
2024-03-16T15:30:01.010000000Z,1,fast_minus_slow,18.32
2024-03-16T15:45:01.010000000Z,1,fast_minus_slow,12.1375
2024-03-16T16:00:01.010000000Z,1,fast_minus_slow,5.7475
2024-03-16T16:15:01.010000000Z,1,fast_minus_slow,-0.74
2024-03-16T16:30:01.010000000Z,1,fast_minus_slow,-7.21333
2024-03-16T16:45:01.010000000Z,1,fast_minus_slow,-13.565
2024-03-16T17:00:01.010000000Z,1,fast_minus_slow,-19.6867
2024-03-16T17:15:01.010000000Z,1,fast_minus_slow,-25.4692
2024-03-16T17:30:01.010000000Z,1,fast_minus_slow,-30.8183
2024-03-16T17:45:01.010000000Z,1,fast_minus_slow,-35.6383
2024-03-16T18:00:01.010000000Z,1,fast_minus_slow,-39.8475
2024-03-16T18:15:01.010000000Z,1,fast_minus_slow,-43.3758
2024-03-16T18:30:01.010000000Z,1,fast_minus_slow,-46.1617
2024-03-16T18:45:01.010000000Z,1,fast_minus_slow,-48.1583
2024-03-16T19:00:01.010000000Z,1,fast_minus_slow,-49.3292
2024-03-16T19:15:01.010000000Z,1,fast_minus_slow,-49.6567
2024-03-16T19:30:01.010000000Z,1,fast_minus_slow,-49.1342
2024-03-16T19:45:01.010000000Z,1,fast_minus_slow,-47.7717
2024-03-16T20:00:01.010000000Z,1,fast_minus_slow,-45.5925
2024-03-16T20:15:01.010000000Z,1,fast_minus_slow,-42.6333
2024-03-16T20:30:01.010000000Z,1,fast_minus_slow,-38.9442
2024-03-16T20:45:01.010000000Z,1,fast_minus_slow,-34.5892
2024-03-16T21:00:01.010000000Z,1,fast_minus_slow,-29.6433
2024-03-16T21:15:01.010000000Z,1,fast_minus_slow,-24.1883
2024-03-16T21:30:01.010000000Z,1,fast_minus_slow,-18.32
2024-03-16T21:45:01.010000000Z,1,fast_minus_slow,-12.1375
2024-03-16T22:00:01.010000000Z,1,fast_minus_slow,-5.7475
2024-03-16T22:15:01.010000000Z,1,fast_minus_slow,0.74
2024-03-16T22:30:01.010000000Z,1,fast_minus_slow,7.21333
2024-03-16T22:45:01.010000000Z,1,fast_minus_slow,13.565
2024-03-16T23:00:01.010000000Z,1,fast_minus_slow,19.6867
2024-03-16T23:15:01.010000000Z,1,fast_minus_slow,25.4692
2024-03-16T23:30:01.010000000Z,1,fast_minus_slow,30.8183
2024-03-16T23:45:01.010000000Z,1,fast_minus_slow,35.6383
