time,equity,cash,realized_pnl_net,unrealized_pnl,fees,position,mark
2024-03-15T01:19:00.000000000Z,10000,10000,0,0,0,0,3062.93
2024-03-15T01:20:00.000000000Z,10000,10000,0,0,0,0,3063.61
2024-03-15T01:21:00.000000000Z,10000,10000,0,0,0,0,3064.28
2024-03-15T01:22:00.000000000Z,10000,10000,0,0,0,0,3064.94
2024-03-15T01:23:00.000000000Z,10000,10000,0,0,0,0,3065.61
2024-03-15T01:24:00.000000000Z,10000,10000,0,0,0,0,3066.26
2024-03-15T01:25:00.000000000Z,10000,10000,0,0,0,0,3066.91
2024-03-15T01:26:00.000000000Z,10000,10000,0,0,0,0,3067.56
2024-03-15T01:27:00.000000000Z,10000,10000,0,0,0,0,3068.2
2024-03-15T01:28:00.000000000Z,10000,10000,0,0,0,0,3068.84
2024-03-15T01:29:00.000000000Z,10000,10000,0,0,0,0,3069.47
2024-03-15T01:30:00.000000000Z,10000,10000,0,0,0,0,3070.09
2024-03-15T01:31:00.000000000Z,10000,10000,0,0,0,0,3070.71
2024-03-15T01:32:00.000000000Z,10000,10000,0,0,0,0,3071.33
2024-03-15T01:33:00.000000000Z,10000,10000,0,0,0,0,3071.93
2024-03-15T01:34:00.000000000Z,10000,10000,0,0,0,0,3072.54
2024-03-15T01:35:00.000000000Z,10000,10000,0,0,0,0,3073.14
2024-03-15T01:36:00.000000000Z,10000,10000,0,0,0,0,3073.73
2024-03-15T01:37:00.000000000Z,10000,10000,0,0,0,0,3074.31
2024-03-15T01:38:00.000000000Z,10000,10000,0,0,0,0,3074.9
2024-03-15T01:39:00.000000000Z,10000,10000,0,0,0,0,3075.47
2024-03-15T01:40:00.000000000Z,10000,10000,0,0,0,0,3076.04
2024-03-15T01:41:00.000000000Z,10000,10000,0,0,0,0,3076.6
2024-03-15T01:42:00.000000000Z,10000,10000,0,0,0,0,3077.16
2024-03-15T01:43:00.000000000Z,10000,10000,0,0,0,0,3077.71
2024-03-15T01:44:00.000000000Z,10000,10000,0,0,0,0,3078.26
2024-03-15T01:45:00.000000000Z,10000,10000,0,0,0,0,3078.8
2024-03-15T01:46:00.000000000Z,10000,10000,0,0,0,0,3079.34
2024-03-15T01:47:00.000000000Z,10000,10000,0,0,0,0,3079.86
2024-03-15T01:48:00.000000000Z,10000,10000,0,0,0,0,3080.39
2024-03-15T01:49:00.000000000Z,10000,10000,0,0,0,0,3080.9
2024-03-15T01:50:00.000000000Z,10000,10000,0,0,0,0,3081.41
2024-03-15T01:51:00.000000000Z,10000,10000,0,0,0,0,3081.92
2024-03-15T01:52:00.000000000Z,10000,10000,0,0,0,0,3082.41
2024-03-15T01:53:00.000000000Z,10000,10000,0,0,0,0,3082.9
2024-03-15T01:54:00.000000000Z,10000,10000,0,0,0,0,3083.39
2024-03-15T01:55:00.000000000Z,10000,10000,0,0,0,0,3083.87
2024-03-15T01:56:00.000000000Z,10000,10000,0,0,0,0,3084.34
2024-03-15T01:57:00.000000000Z,10000,10000,0,0,0,0,3084.8
2024-03-15T01:58:00.000000000Z,10000,10000,0,0,0,0,3085.26
2024-03-15T01:59:00.000000000Z,10000,10000,0,0,0,0,3085.72
2024-03-15T02:00:00.000000000Z,10000,10000,0,0,0,0,3086.16
2024-03-15T02:01:00.000000000Z,10000,10000,0,0,0,0,3086.6
2024-03-15T02:02:00.000000000Z,10000,10000,0,0,0,0,3087.04
2024-03-15T02:03:00.000000000Z,10000,10000,0,0,0,0,3087.46
2024-03-15T02:04:00.000000000Z,10000,10000,0,0,0,0,3087.88
2024-03-15T02:05:00.000000000Z,10000,10000,0,0,0,0,3088.29
2024-03-15T02:06:00.000000000Z,10000,10000,0,0,0,0,3088.7
2024-03-15T02:07:00.000000000Z,10000,10000,0,0,0,0,3089.1
2024-03-15T02:08:00.000000000Z,10000,10000,0,0,0,0,3089.49
2024-03-15T02:09:00.000000000Z,10000,10000,0,0,0,0,3089.88
2024-03-15T02:10:00.000000000Z,10000,10000,0,0,0,0,3090.26
2024-03-15T02:11:00.000000000Z,10000,10000,0,0,0,0,3090.63
2024-03-15T02:12:00.000000000Z,10000,10000,0,0,0,0,3091
2024-03-15T02:13:00.000000000Z,10000,10000,0,0,0,0,3091.35
2024-03-15T02:14:00.000000000Z,10000,10000,0,0,0,0,3091.71
2024-03-15T02:15:00.000000000Z,10000,10000,0,0,0,0,3092.05
2024-03-15T02:16:00.000000000Z,10000,10000,0,0,0,0,3092.39
2024-03-15T02:17:00.000000000Z,10000,10000,0,0,0,0,3092.72
2024-03-15T02:18:00.000000000Z,10000,10000,0,0,0,0,3093.04
2024-03-15T02:19:00.000000000Z,10000,10000,0,0,0,0,3093.36
2024-03-15T02:20:00.000000000Z,10000,10000,0,0,0,0,3093.67
2024-03-15T02:21:00.000000000Z,10000,10000,0,0,0,0,3093.97
2024-03-15T02:22:00.000000000Z,10000,10000,0,0,0,0,3094.26
2024-03-15T02:23:00.000000000Z,10000,10000,0,0,0,0,3094.55
2024-03-15T02:24:00.000000000Z,10000,10000,0,0,0,0,3094.83
2024-03-15T02:25:00.000000000Z,10000,10000,0,0,0,0,3095.11
2024-03-15T02:26:00.000000000Z,10000,10000,0,0,0,0,3095.37
2024-03-15T02:27:00.000000000Z,10000,10000,0,0,0,0,3095.63
2024-03-15T02:28:00.000000000Z,10000,10000,0,0,0,0,3095.88
2024-03-15T02:29:00.000000000Z,10000,10000,0,0,0,0,3096.13
2024-03-15T02:30:00.000000000Z,10000,10000,0,0,0,0,3096.36
2024-03-15T02:31:00.000000000Z,10000,10000,0,0,0,0,3096.59
2024-03-15T02:32:00.000000000Z,10000,10000,0,0,0,0,3096.81
2024-03-15T02:33:00.000000000Z,10000,10000,0,0,0,0,3097.03
2024-03-15T02:34:00.000000000Z,10000,10000,0,0,0,0,3097.24
2024-03-15T02:35:00.000000000Z,10000,10000,0,0,0,0,3097.44
2024-03-15T02:36:00.000000000Z,10000,10000,0,0,0,0,3097.63
2024-03-15T02:37:00.000000000Z,10000,10000,0,0,0,0,3097.81
2024-03-15T02:38:00.000000000Z,10000,10000,0,0,0,0,3097.99
2024-03-15T02:39:00.000000000Z,10000,10000,0,0,0,0,3098.16
2024-03-15T02:40:00.000000000Z,10000,10000,0,0,0,0,3098.33
2024-03-15T02:41:00.000000000Z,10000,10000,0,0,0,0,3098.48
2024-03-15T02:42:00.000000000Z,10000,10000,0,0,0,0,3098.63
2024-03-15T02:43:00.000000000Z,10000,10000,0,0,0,0,3098.77
2024-03-15T02:44:00.000000000Z,10000,10000,0,0,0,0,3098.9
2024-03-15T02:45:00.000000000Z,10000,10000,0,0,0,0,3099.03
2024-03-15T02:46:00.000000000Z,10000,10000,0,0,0,0,3099.14
2024-03-15T02:47:00.000000000Z,10000,10000,0,0,0,0,3099.25
2024-03-15T02:48:00.000000000Z,10000,10000,0,0,0,0,3099.36
2024-03-15T02:49:00.000000000Z,10000,10000,0,0,0,0,3099.45
2024-03-15T02:50:00.000000000Z,10000,10000,0,0,0,0,3099.54
2024-03-15T02:51:00.000000000Z,10000,10000,0,0,0,0,3099.62
2024-03-15T02:52:00.000000000Z,10000,10000,0,0,0,0,3099.69
2024-03-15T02:53:00.000000000Z,10000,10000,0,0,0,0,3099.76
2024-03-15T02:54:00.000000000Z,10000,10000,0,0,0,0,3099.81
2024-03-15T02:55:00.000000000Z,10000,10000,0,0,0,0,3099.86
2024-03-15T02:56:00.000000000Z,10000,10000,0,0,0,0,3099.9
2024-03-15T02:57:00.000000000Z,10000,10000,0,0,0,0,3099.94
2024-03-15T02:58:00.000000000Z,10000,10000,0,0,0,0,3099.97
2024-03-15T02:59:00.000000000Z,10000,10000,0,0,0,0,3099.98
2024-03-15T03:00:00.000000000Z,10000,10000,0,0,0,0,3100
2024-03-15T03:01:00.000000000Z,10000,10000,0,0,0,0,3100
2024-03-15T03:02:00.000000000Z,10000,10000,0,0,0,0,3100
2024-03-15T03:03:00.000000000Z,10000,10000,0,0,0,0,3099.98
2024-03-15T03:04:00.000000000Z,10000,10000,0,0,0,0,3099.97
2024-03-15T03:05:00.000000000Z,10000,10000,0,0,0,0,3099.94
2024-03-15T03:06:00.000000000Z,10000,10000,0,0,0,0,3099.9
2024-03-15T03:07:00.000000000Z,10000,10000,0,0,0,0,3099.86
2024-03-15T03:08:00.000000000Z,10000,10000,0,0,0,0,3099.81
2024-03-15T03:09:00.000000000Z,10000,10000,0,0,0,0,3099.76
2024-03-15T03:10:00.000000000Z,10000,10000,0,0,0,0,3099.69
2024-03-15T03:11:00.000000000Z,10000,10000,0,0,0,0,3099.62
2024-03-15T03:12:00.000000000Z,10000,10000,0,0,0,0,3099.54
2024-03-15T03:13:00.000000000Z,10000,10000,0,0,0,0,3099.45
2024-03-15T03:14:00.000000000Z,10000,10000,0,0,0,0,3099.36
2024-03-15T03:15:00.000000000Z,10000,10000,0,0,0,0,3099.25
2024-03-15T03:16:00.000000000Z,10000,10000,0,0,0,0,3099.14
2024-03-15T03:17:00.000000000Z,10000,10000,0,0,0,0,3099.03
2024-03-15T03:18:00.000000000Z,10000,10000,0,0,0,0,3098.9
2024-03-15T03:19:00.000000000Z,10000,10000,0,0,0,0,3098.77
2024-03-15T03:20:00.000000000Z,10000,10000,0,0,0,0,3098.63
2024-03-15T03:21:00.000000000Z,10000,10000,0,0,0,0,3098.48
2024-03-15T03:22:00.000000000Z,10000,10000,0,0,0,0,3098.33
2024-03-15T03:23:00.000000000Z,10000,10000,0,0,0,0,3098.16
2024-03-15T03:24:00.000000000Z,10000,10000,0,0,0,0,3097.99
2024-03-15T03:25:00.000000000Z,10000,10000,0,0,0,0,3097.81
2024-03-15T03:26:00.000000000Z,10000,10000,0,0,0,0,3097.63
2024-03-15T03:27:00.000000000Z,10000,10000,0,0,0,0,3097.44
2024-03-15T03:28:00.000000000Z,10000,10000,0,0,0,0,3097.24
2024-03-15T03:29:00.000000000Z,10000,10000,0,0,0,0,3097.03
2024-03-15T03:30:00.000000000Z,10000,10000,0,0,0,0,3096.81
2024-03-15T03:31:00.000000000Z,10000,10000,0,0,0,0,3096.59
2024-03-15T03:32:00.000000000Z,10000,10000,0,0,0,0,3096.36
2024-03-15T03:33:00.000000000Z,10000,10000,0,0,0,0,3096.13
2024-03-15T03:34:00.000000000Z,10000,10000,0,0,0,0,3095.88
2024-03-15T03:35:00.000000000Z,10000,10000,0,0,0,0,3095.63
2024-03-15T03:36:00.000000000Z,10000,10000,0,0,0,0,3095.37
2024-03-15T03:37:00.000000000Z,10000,10000,0,0,0,0,3095.11
2024-03-15T03:38:00.000000000Z,10000,10000,0,0,0,0,3094.83
2024-03-15T03:39:00.000000000Z,10000,10000,0,0,0,0,3094.55
2024-03-15T03:40:00.000000000Z,10000,10000,0,0,0,0,3094.26
2024-03-15T03:41:00.000000000Z,10000,10000,0,0,0,0,3093.97
2024-03-15T03:42:00.000000000Z,10000,10000,0,0,0,0,3093.67
2024-03-15T03:43:00.000000000Z,10000,10000,0,0,0,0,3093.36
2024-03-15T03:44:00.000000000Z,10000,10000,0,0,0,0,3093.04
2024-03-15T03:45:00.000000000Z,10000,10000,0,0,0,0,3092.72
2024-03-15T03:46:00.000000000Z,10000,10000,0,0,0,0,3092.39
2024-03-15T03:47:00.000000000Z,10000,10000,0,0,0,0,3092.05
2024-03-15T03:48:00.000000000Z,10000,10000,0,0,0,0,3091.71
2024-03-15T03:49:00.000000000Z,10000,10000,0,0,0,0,3091.35
2024-03-15T03:50:00.000000000Z,10000,10000,0,0,0,0,3091
2024-03-15T03:51:00.000000000Z,10000,10000,0,0,0,0,3090.63
2024-03-15T03:52:00.000000000Z,10000,10000,0,0,0,0,3090.26
2024-03-15T03:53:00.000000000Z,10000,10000,0,0,0,0,3089.88
2024-03-15T03:54:00.000000000Z,10000,10000,0,0,0,0,3089.49
2024-03-15T03:55:00.000000000Z,10000,10000,0,0,0,0,3089.1
2024-03-15T03:56:00.000000000Z,10000,10000,0,0,0,0,3088.7
2024-03-15T03:57:00.000000000Z,10000,10000,0,0,0,0,3088.29
2024-03-15T03:58:00.000000000Z,10000,10000,0,0,0,0,3087.88
2024-03-15T03:59:00.000000000Z,10000,10000,0,0,0,0,3087.46
2024-03-15T04:00:00.000000000Z,10000,10000,0,0,0,0,3087.04
2024-03-15T04:01:00.000000000Z,10000,10000,0,0,0,0,3086.6
2024-03-15T04:02:00.000000000Z,10000,10000,0,0,0,0,3086.16
2024-03-15T04:03:00.000000000Z,10000,10000,0,0,0,0,3085.72
2024-03-15T04:04:00.000000000Z,10000,10000,0,0,0,0,3085.26
2024-03-15T04:05:00.000000000Z,10000,10000,0,0,0,0,3084.8
2024-03-15T04:06:00.000000000Z,10000,10000,0,0,0,0,3084.34
2024-03-15T04:07:00.000000000Z,10000,10000,0,0,0,0,3083.87
2024-03-15T04:08:00.000000000Z,10000,10000,0,0,0,0,3083.39
2024-03-15T04:09:00.000000000Z,10000,10000,0,0,0,0,3082.9
2024-03-15T04:10:00.000000000Z,10000,10000,0,0,0,0,3082.41
2024-03-15T04:11:00.000000000Z,10000,10000,0,0,0,0,3081.92
2024-03-15T04:12:00.000000000Z,10000,10000,0,0,0,0,3081.41
2024-03-15T04:13:00.000000000Z,10000,10000,0,0,0,0,3080.9
2024-03-15T04:14:00.000000000Z,10000,10000,0,0,0,0,3080.39
2024-03-15T04:15:00.000000000Z,10000,10000,0,0,0,0,3079.86
2024-03-15T04:16:00.000000000Z,10000,10000,0,0,0,0,3079.34
2024-03-15T04:17:00.000000000Z,10000,10000,0,0,0,0,3078.8
2024-03-15T04:18:00.000000000Z,10000,10000,0,0,0,0,3078.26
2024-03-15T04:19:00.000000000Z,10000,10000,0,0,0,0,3077.71
2024-03-15T04:20:00.000000000Z,10000,10000,0,0,0,0,3077.16
2024-03-15T04:21:00.000000000Z,10000,10000,0,0,0,0,3076.6
2024-03-15T04:22:00.000000000Z,10000,10000,0,0,0,0,3076.04
2024-03-15T04:23:00.000000000Z,10000,10000,0,0,0,0,3075.47
2024-03-15T04:24:00.000000000Z,10000,10000,0,0,0,0,3074.9
2024-03-15T04:25:00.000000000Z,10000,10000,0,0,0,0,3074.31
2024-03-15T04:26:00.000000000Z,10000,10000,0,0,0,0,3073.73
2024-03-15T04:27:00.000000000Z,10000,10000,0,0,0,0,3073.14
2024-03-15T04:28:00.000000000Z,10000,10000,0,0,0,0,3072.54
2024-03-15T04:29:00.000000000Z,10000,10000,0,0,0,0,3071.93
2024-03-15T04:30:00.000000000Z,10000,10000,0,0,0,0,3071.33
2024-03-15T04:31:00.000000000Z,10000,10000,0,0,0,0,3070.71
2024-03-15T04:32:00.000000000Z,10000,10000,0,0,0,0,3070.09
2024-03-15T04:33:00.000000000Z,10000,10000,0,0,0,0,3069.47
2024-03-15T04:34:00.000000000Z,10000,10000,0,0,0,0,3068.84
2024-03-15T04:35:00.000000000Z,10000,10000,0,0,0,0,3068.2
2024-03-15T04:36:00.000000000Z,10000,10000,0,0,0,0,3067.56
2024-03-15T04:37:00.000000000Z,10000,10000,0,0,0,0,3066.91
2024-03-15T04:38:00.000000000Z,10000,10000,0,0,0,0,3066.26
2024-03-15T04:39:00.000000000Z,10000,10000,0,0,0,0,3065.61
2024-03-15T04:40:00.000000000Z,10000,10000,0,0,0,0,3064.94
2024-03-15T04:41:00.000000000Z,10000,10000,0,0,0,0,3064.28
2024-03-15T04:42:00.000000000Z,10000,10000,0,0,0,0,3063.61
2024-03-15T04:43:00.000000000Z,10000,10000,0,0,0,0,3062.93
2024-03-15T04:44:00.000000000Z,10000,10000,0,0,0,0,3062.25
2024-03-15T04:45:00.000000000Z,10000,10000,0,0,0,0,3061.57
2024-03-15T04:46:00.000000000Z,10000,10000,0,0,0,0,3060.88
2024-03-15T04:47:00.000000000Z,10000,10000,0,0,0,0,3060.18
2024-03-15T04:48:00.000000000Z,10000,10000,0,0,0,0,3059.48
2024-03-15T04:49:00.000000000Z,10000,10000,0,0,0,0,3058.78
2024-03-15T04:50:00.000000000Z,10000,10000,0,0,0,0,3058.07
2024-03-15T04:51:00.000000000Z,10000,10000,0,0,0,0,3057.36
2024-03-15T04:52:00.000000000Z,10000,10000,0,0,0,0,3056.64
2024-03-15T04:53:00.000000000Z,10000,10000,0,0,0,0,3055.92
2024-03-15T04:54:00.000000000Z,10000,10000,0,0,0,0,3055.19
2024-03-15T04:55:00.000000000Z,10000,10000,0,0,0,0,3054.46
2024-03-15T04:56:00.000000000Z,10000,10000,0,0,0,0,3053.73
2024-03-15T04:57:00.000000000Z,10000,10000,0,0,0,0,3052.99
2024-03-15T04:58:00.000000000Z,10000,10000,0,0,0,0,3052.25
2024-03-15T04:59:00.000000000Z,10000,10000,0,0,0,0,3051.5
2024-03-15T05:00:00.000000000Z,10000,10000,0,0,0,0,3050.75
2024-03-15T05:01:00.000000000Z,10000,10000,0,0,0,0,3050
2024-03-15T05:02:00.000000000Z,10000,10000,0,0,0,0,3049.24
2024-03-15T05:03:00.000000000Z,10000,10000,0,0,0,0,3048.48
2024-03-15T05:04:00.000000000Z,10000,10000,0,0,0,0,3047.72
2024-03-15T05:05:00.000000000Z,10000,10000,0,0,0,0,3046.95
2024-03-15T05:06:00.000000000Z,10000,10000,0,0,0,0,3046.17
2024-03-15T05:07:00.000000000Z,10000,10000,0,0,0,0,3045.4
2024-03-15T05:08:00.000000000Z,10000,10000,0,0,0,0,3044.62
2024-03-15T05:09:00.000000000Z,10000,10000,0,0,0,0,3043.84
2024-03-15T05:10:00.000000000Z,10000,10000,0,0,0,0,3043.05
2024-03-15T05:11:00.000000000Z,10000,10000,0,0,0,0,3042.26
2024-03-15T05:12:00.000000000Z,10000,10000,0,0,0,0,3041.47
2024-03-15T05:13:00.000000000Z,10000,10000,0,0,0,0,3040.67
2024-03-15T05:14:00.000000000Z,10000,10000,0,0,0,0,3039.87
2024-03-15T05:15:00.000000000Z,10000,10000,0,0,0,0,3039.07
2024-03-15T05:16:00.000000000Z,10000,10000,0,0,0,0,3038.27
2024-03-15T05:17:00.000000000Z,10000,10000,0,0,0,0,3037.46
2024-03-15T05:18:00.000000000Z,10000,10000,0,0,0,0,3036.65
2024-03-15T05:19:00.000000000Z,10000,10000,0,0,0,0,3035.84
2024-03-15T05:20:00.000000000Z,10000,10000,0,0,0,0,3035.02
2024-03-15T05:21:00.000000000Z,10000,10000,0,0,0,0,3034.2
2024-03-15T05:22:00.000000000Z,10000,10000,0,0,0,0,3033.38
2024-03-15T05:23:00.000000000Z,10000,10000,0,0,0,0,3032.56
2024-03-15T05:24:00.000000000Z,10000,10000,0,0,0,0,3031.73
2024-03-15T05:25:00.000000000Z,10000,10000,0,0,0,0,3030.9
2024-03-15T05:26:00.000000000Z,10000,10000,0,0,0,0,3030.07
2024-03-15T05:27:00.000000000Z,10000,10000,0,0,0,0,3029.24
2024-03-15T05:28:00.000000000Z,10000,10000,0,0,0,0,3028.4
2024-03-15T05:29:00.000000000Z,10000,10000,0,0,0,0,3027.56
2024-03-15T05:30:00.000000000Z,10000,10000,0,0,0,0,3026.72
2024-03-15T05:31:00.000000000Z,10000,10000,0,0,0,0,3025.88
2024-03-15T05:32:00.000000000Z,10000,10000,0,0,0,0,3025.04
2024-03-15T05:33:00.000000000Z,10000,10000,0,0,0,0,3024.19
2024-03-15T05:34:00.000000000Z,10000,10000,0,0,0,0,3023.34
2024-03-15T05:35:00.000000000Z,10000,10000,0,0,0,0,3022.5
2024-03-15T05:36:00.000000000Z,10000,10000,0,0,0,0,3021.64
2024-03-15T05:37:00.000000000Z,10000,10000,0,0,0,0,3020.79
2024-03-15T05:38:00.000000000Z,10000,10000,0,0,0,0,3019.94
2024-03-15T05:39:00.000000000Z,10000,10000,0,0,0,0,3019.08
2024-03-15T05:40:00.000000000Z,10000,10000,0,0,0,0,3018.22
2024-03-15T05:41:00.000000000Z,10000,10000,0,0,0,0,3017.36
2024-03-15T05:42:00.000000000Z,10000,10000,0,0,0,0,3016.5
2024-03-15T05:43:00.000000000Z,10000,10000,0,0,0,0,3015.64
2024-03-15T05:44:00.000000000Z,10000,10000,0,0,0,0,3014.78
2024-03-15T05:45:00.000000000Z,10000,10000,0,0,0,0,3013.92
2024-03-15T05:46:00.000000000Z,10000,10000,0,0,0,0,3013.05
2024-03-15T05:47:00.000000000Z,10000,10000,0,0,0,0,3012.19
2024-03-15T05:48:00.000000000Z,10000,10000,0,0,0,0,3011.32
2024-03-15T05:49:00.000000000Z,10000,10000,0,0,0,0,3010.45
2024-03-15T05:50:00.000000000Z,10000,10000,0,0,0,0,3009.58
2024-03-15T05:51:00.000000000Z,10000,10000,0,0,0,0,3008.72
2024-03-15T05:52:00.000000000Z,10000,10000,0,0,0,0,3007.85
2024-03-15T05:53:00.000000000Z,10000,10000,0,0,0,0,3006.98
2024-03-15T05:54:00.000000000Z,10000,10000,0,0,0,0,3006.1
2024-03-15T05:55:00.000000000Z,10000,10000,0,0,0,0,3005.23
2024-03-15T05:56:00.000000000Z,10000,10000,0,0,0,0,3004.36
2024-03-15T05:57:00.000000000Z,10000,10000,0,0,0,0,3003.49
2024-03-15T05:58:00.000000000Z,10000,10000,0,0,0,0,3002.62
2024-03-15T05:59:00.000000000Z,10000,10000,0,0,0,0,3001.75
2024-03-15T06:00:00.000000000Z,10000,10000,0,0,0,0,3000.87
2024-03-15T06:01:00.000000000Z,10000,10000,0,0,0,0,3000
2024-03-15T06:02:00.000000000Z,10000,10000,0,0,0,0,2999.13
2024-03-15T06:03:00.000000000Z,10000,10000,0,0,0,0,2998.25
2024-03-15T06:04:00.000000000Z,10000,10000,0,0,0,0,2997.38
2024-03-15T06:05:00.000000000Z,10000,10000,0,0,0,0,2996.51
2024-03-15T06:06:00.000000000Z,10000,10000,0,0,0,0,2995.64
